hour,temperature,weather,historical_load,renewable_generation,voltage,current,previous_congestion,congestion_score
19.0,23.887552448331704,2.0,137.70752124992507,41.827729852986714,224.9247837050907,645.4716632772703,0.3210957004005321,0.4409113120730851
16.0,35.29126900331838,0.0,383.6017020431993,126.39080719600713,218.1883048846675,700.0,0.5227545382592845,0.5170407651476471
18.0,36.439087861307826,4.0,451.6551251904308,47.59471877416043,215.720740349849,700.0,0.28269070443433614,0.8114124186565763
11.0,34.51535999031608,2.0,419.44756842022014,97.7146347894907,224.44281866638818,700.0,0.11967419336065921,0.5748356582276466
22.0,26.53375387884314,4.0,264.01359260665436,56.286492748485564,221.4282395002937,700.0,0.3771446884728157,0.509397775403757
20.0,11.94222463715991,2.0,229.71959116802623,36.951623607889836,221.42541407288965,700.0,0.6855906471942765,0.5870137525686074
18.0,17.806195068491732,2.0,217.6719965500093,25.833779017842794,225.99300460117746,700.0,0.2670899078242842,0.5108791983441859
8.0,25.504745142271233,1.0,336.7449628749603,84.28979166816072,222.7634734373153,700.0,0.23665493241063373,0.45978930954551495
12.0,32.735651617111195,0.0,391.9510640269147,212.75158412551247,224.39128355640474,700.0,0.5610478586266231,0.5299832055656263
3.0,16.082864856588113,1.0,111.98432756385337,21.429551650580883,229.7393857737183,439.279615908928,0.12070457311730028,0.1886848543503838
7.0,23.090076059825773,2.0,302.91688687622565,0.0,217.35959825711635,700.0,0.503492418684005,0.5724432202040253
17.0,31.118392205043946,0.0,245.74653456434982,67.6311073870009,221.83219567819563,700.0,0.33583645360705444,0.4543513795343074
18.0,20.241830783101946,0.0,169.91897794354838,35.86746103728644,231.07386192023483,700.0,0.6957769975148919,0.4918115251205394
22.0,23.173474840108856,4.0,245.41446627512573,33.80676646350502,223.84097466969982,700.0,0.7417652582938948,0.5725266617159298
10.0,24.743419272241994,0.0,323.15078361294115,192.8759980845151,228.86176769812192,700.0,0.009474420222478984,0.3877528514194041
11.0,34.26714014630013,1.0,454.5484969263223,138.51459495150064,225.14240684792213,700.0,0.2550811680142209,0.5968593426322806
12.0,25.17290139854481,1.0,393.0200987073119,138.45202590155432,225.78082958806482,700.0,0.5603052460810852,0.5382493461851485
8.0,27.41440493956169,0.0,337.0602116545213,124.28351325483764,218.452246595529,700.0,0.3051276582060852,0.46572069790395226
7.0,24.389502785962996,4.0,439.7316550802589,45.517274607037564,217.50891510152255,700.0,0.08235350294053302,0.5917969983976126
13.0,32.27412493050192,0.0,355.95644288693256,203.83929485124236,229.82002926387773,700.0,0.25003061486220046,0.46503960815694867
9.0,32.52717461152162,3.0,480.1412807052177,97.66022762365867,220.21584426421563,700.0,0.30191681030739914,0.7782484141559461
16.0,31.801384541744902,2.0,316.7993374598717,85.02058114832346,224.19840559691218,700.0,0.2283508647710535,0.5116102387432463
12.0,26.219713082420398,0.0,390.49292950320563,219.19003737660202,218.35024798862946,700.0,0.22533976666570604,0.473643729712537
19.0,19.97422769887689,0.0,192.69502479417514,19.355556109503073,223.37026472765146,700.0,0.3725933633088353,0.41872330528052093
17.0,21.743796635354393,0.0,213.79647733701773,80.59174940281801,227.212184691475,700.0,0.3341969842508918,0.39106622879499653
10.0,23.15176134482865,0.0,312.82138278238017,184.07518579044861,220.86991110135887,700.0,0.46307704619483775,0.3988703810019271
19.0,23.529484292602884,0.0,196.15356458495654,58.75422986775798,230.07179494726788,700.0,0.4670397788876192,0.4507036718844041
19.0,33.52134254602046,4.0,371.7118572065366,62.149880762188694,220.38415854720978,700.0,0.22625255039959632,0.7086266199245367
11.0,34.509006084849425,0.0,408.8074723097644,260.0,217.57313267906628,700.0,0.03163147037940739,0.45019221972727563
10.0,33.4899952600109,2.0,431.9984489500755,137.8540535620722,218.7492315835272,700.0,0.26298421785431986,0.6151514030618314
17.0,28.446401171013818,0.0,301.26107621019736,57.59013282414262,222.0382624964343,700.0,0.41328301645801024,0.5087082699420846
7.0,29.769744015625143,4.0,508.7032481860636,32.549662484976956,214.6523813717396,700.0,0.4370118405325636,0.7907218809420867
8.0,21.018197524347315,0.0,319.1444024692602,141.53238112563824,230.75440202227605,700.0,0.20121238752595735,0.4098207108510846
0.0,10.394457387943005,1.0,105.69146078961663,34.00305639637412,231.63473201230806,410.2454342876611,0.32403854215102834,0.25441742848565146
19.0,17.053932266032234,1.0,143.6278087839525,35.94237287376562,222.58947276692243,607.6385564331432,0.4613554565475542,0.44305756886915665
16.0,26.974929720980885,0.0,275.1989044658285,133.66932137981885,220.42008477880583,700.0,0.4883968088094517,0.4506557775902624
17.0,28.900170916971188,2.0,310.68195424990654,82.41813376698181,222.53140961063087,700.0,0.4654101817123387,0.5440662600713169
18.0,25.31688210219358,0.0,179.85415477166708,5.945319247892771,226.38830527332618,700.0,0.33228401327729645,0.407534789342812
12.0,47.41646025970624,1.0,466.44044212367334,127.85507610039213,223.47977476525435,700.0,0.23331697774101046,0.6620927362595286
14.0,27.56910390040722,1.0,330.2485804340116,127.79825645038991,231.19482063597107,700.0,0.4590433109179393,0.5456643118139667
7.0,22.43705575625698,2.0,284.20414334861175,14.046234492704528,229.61113208745965,700.0,0.3732050846555497,0.44776663584337384
7.0,16.59320549958324,0.0,331.6410329590518,62.08995675245119,220.48586241032226,700.0,0.5561684068308221,0.4713753596127748
16.0,29.03313815118724,0.0,251.5986009609777,111.8770514066533,230.2885659011728,700.0,0.5373183077751043,0.4074525573425876
12.0,32.06326476966142,0.0,448.49853800022,202.49596266847547,224.0799448457409,700.0,0.2914659423504415,0.5201715300069966
14.0,37.42714420722888,0.0,396.0619326719234,221.21554733252964,220.41115264836753,700.0,0.4668910827340515,0.5217226931130801
18.0,23.823510069647085,0.0,284.65259414926925,44.81877664478989,215.83014318887928,700.0,0.10627618501434072,0.4633294945144964
16.0,29.917236392799307,3.0,314.74586332909894,107.36233048608564,224.7811973364626,700.0,0.15316197031986262,0.509222128325452
14.0,31.688753258054767,1.0,428.08403167026233,132.04428130218344,214.99771131616583,700.0,0.4661242995240226,0.6042541153196079
14.0,27.320451240922313,1.0,399.29429450025526,113.91146216999466,218.03620574796645,700.0,0.4971182434321146,0.6132194187594262
10.0,27.84371391998304,0.0,375.0392449707871,212.44935904090835,222.50777603769916,700.0,0.1764469881931739,0.42473513988181544
1.0,10.281284782122821,0.0,158.52289808664912,33.32487767972628,228.32645022703613,679.4072703056172,0.014822885909483793,0.30754139705064554
12.0,33.95740056450848,1.0,387.7711949384656,203.72272288508623,229.66217468130614,700.0,0.7987581472028605,0.6417485284779703
8.0,28.362272288639442,0.0,323.96256092592944,128.26077029247847,224.56010730959264,700.0,0.1873723714411666,0.3985991636096079
11.0,31.470595147929192,0.0,412.3317674975259,219.97377831761347,222.01207143350484,700.0,0.27431371120384207,0.454025834730248
20.0,19.01819731595621,1.0,151.63842350272498,22.378088179733144,219.09013010280765,695.9396923739519,0.3520519603373197,0.45449221058809963
9.0,20.756340786808263,1.0,306.3794182528393,94.04257111434741,225.9314916932453,700.0,0.3557680711843295,0.5133361464102746
4.0,25.650630734601556,4.0,422.29117367506007,32.3755762993045,218.30532226190212,700.0,0.46470989018905595,0.6140657715435519
10.0,27.646634100876838,0.0,379.3796961841466,183.46185302376455,222.02681856922874,700.0,0.6008780198439765,0.4791989449668859
10.0,34.14022916508601,1.0,423.2271912085012,147.72391253360274,226.28313274186925,700.0,0.5214127303776839,0.55847803485364
16.0,36.7021543583959,0.0,312.8271279368619,119.21469443345633,219.86427558184732,700.0,0.10943478345410797,0.43988913940606295
14.0,32.77956646906123,0.0,368.5474478432086,183.3495324032995,221.86180028081745,700.0,0.041546995128435,0.45196312432923214
19.0,18.395099236553484,2.0,170.49876992368536,36.697675687923606,226.15336214397664,700.0,0.12395862177202843,0.43648891117426614
16.0,30.70303083416368,0.0,304.6472555812872,163.82071141927065,224.00323368850252,700.0,0.3670346734801997,0.4439452615655306
11.0,34.0954384327127,1.0,424.9665452985795,128.37083817410968,223.18031373757503,700.0,0.3811459304117053,0.6058073977164433
19.0,21.580159994389756,1.0,195.26952222698876,87.42681693587988,229.64402655209508,700.0,0.15098755099441385,0.4215427032062224
8.0,23.30883665392077,0.0,338.4918304341777,141.89724109946698,228.61358327012437,700.0,0.33751506182248964,0.4117175342195057
1.0,22.535894948138363,4.0,270.7268744434694,30.23118264941578,225.44077635547595,700.0,0.3829383807269377,0.4909099399473372
6.0,22.392092739996148,1.0,268.93082385118197,49.54249689224636,223.61220154583597,700.0,0.1706242491902993,0.4343188754531299
17.0,26.94169661852779,2.0,257.80232252134516,30.737323215459938,222.53976687328054,700.0,0.5764851656842196,0.5335083595646591
12.0,26.181886345506648,0.0,372.6933485140883,213.2422309344203,227.17411035289413,700.0,0.474452533635538,0.4654410807583866
8.0,27.900711330335266,3.0,443.6074167196107,47.54346568569902,217.13881996852362,700.0,0.1307317820670315,0.6314678998116181
13.0,30.547027629513806,0.0,400.27047971044783,231.29322237717375,225.1182388215169,700.0,0.23216337297477155,0.4369984250342806
7.0,23.96453483916639,1.0,299.2900542878804,94.56730154709888,226.4006002991226,700.0,0.5843109358225156,0.45215257756101385
17.0,29.180207542555667,2.0,254.32418300348215,45.082316394934196,225.00534651891002,700.0,0.27445092668305615,0.4892697562356447
12.0,25.12492066748776,0.0,372.0308420742635,185.65597610022976,225.7829804808471,700.0,0.5956134297893273,0.5063693660433644
11.0,32.891147021480904,0.0,420.5212724361006,222.98946346514498,220.8077526145133,700.0,0.6157543837533601,0.587439468291922
10.0,41.09357095723707,4.0,588.7248319239927,60.7212372702897,218.61509044565156,700.0,0.49245704951236813,0.9136595668633353
16.0,33.64536046194921,1.0,299.9020106917014,101.82703231620579,220.13154905613607,700.0,0.32687008906268916,0.5022285745144055
11.0,33.05442532156223,1.0,447.04364604220024,136.96756604241213,222.21929029693177,700.0,0.07873341552269544,0.5923067958546737
6.0,11.255653306099116,2.0,353.93905952304334,25.629740462270085,218.43766240269048,700.0,0.24519634342341412,0.578162232846847
7.0,36.74686477983987,4.0,566.1693132257255,53.05374469122645,218.10507055294056,700.0,0.3124195045854286,0.838530546502731
22.0,25.071427410889594,4.0,219.00048150141177,20.646124014574568,228.4893302478473,700.0,0.28309595391402087,0.4770324895866555
21.0,12.085063017832855,1.0,186.65648376133805,33.003661218247885,226.44893365379687,700.0,0.43010263811450056,0.4369402680878776
17.0,24.95506631928777,0.0,172.955525526545,73.74791839972556,234.37787573702963,694.4004279135405,0.20404938773090936,0.3619876480209878
9.0,29.540508941825344,0.0,412.96260851471413,178.5758672771127,222.15398784174323,700.0,0.13306505927914586,0.5191745832050076
22.0,18.280854276790134,2.0,80.0,22.256542921506018,233.3944638449251,346.07023279708716,0.3463314238132642,0.28227582134253904
18.0,31.651176642563076,4.0,337.56962827343244,41.32283598871875,218.51982473186078,700.0,0.30995105881680984,0.6458817571830053
17.0,32.21486433320584,1.0,287.7022081815829,61.37848500056752,225.39167249405185,700.0,0.2756837907608661,0.5045200683368016
12.0,25.557733358228955,0.0,356.2658162318334,234.98385681503444,222.85037083918704,700.0,0.5669294693732342,0.4649466979143521
9.0,23.808934450077956,0.0,328.7458559301093,205.80278067675692,226.74586351622733,700.0,0.2124859605607855,0.37646110481243056
6.0,10.863352459582899,1.0,309.9493432289963,44.50803481511139,222.28136541647922,700.0,0.41444715478642247,0.49787717405942494
21.0,21.461676857086385,4.0,276.98496890189506,0.0,225.81976130447754,700.0,0.34530605279965276,0.5700613731873716
12.0,40.41153141962818,0.0,419.63610890398945,191.04275683159727,220.36101913159996,700.0,0.36441098722999427,0.5843623220823071
8.0,35.10711955176204,1.0,387.6351268771381,107.12061097675652,233.9397902393135,700.0,0.6383436604589094,0.5994382604442468
10.0,31.833831700089014,2.0,396.14580422203784,48.503757327741795,214.0616625272123,700.0,0.420860415944361,0.6695531116504639
14.0,30.75225265647126,3.0,451.45238964498844,90.51383389481188,219.84637805183112,700.0,0.26317626191764015,0.6611306903192883
8.0,24.849629942298485,0.0,367.92036047050857,108.99977757982745,223.5439434918842,700.0,0.2994618616275079,0.4847394685334382
20.0,30.28302001262087,4.0,238.18528778672385,48.530560970948514,227.27180724166226,700.0,0.3224302477753345,0.5340619557954511
18.0,18.81359566375186,2.0,251.2761850236388,10.709418197539286,221.46504553180284,700.0,0.17181996551455073,0.4879145562224586
17.0,25.92375370808458,2.0,223.24231181436454,55.24933519199855,226.81108109124756,700.0,0.4764325198757402,0.5023702432222286
12.0,40.08220292420587,0.0,458.9108572523825,205.12170563753688,219.83397822395239,700.0,0.4440061371010494,0.6335659006913289
15.0,27.8205841296512,1.0,291.2411147348406,107.08450415740543,232.51165717411425,700.0,0.2579382879870098,0.4519834423408381
15.0,29.155667394951887,1.0,343.76804806960183,108.99895238573916,220.69765673901205,700.0,0.21129832323595005,0.5190195981858113
16.0,30.837546044968505,0.0,394.71960991593403,141.77066526720512,221.84585039339095,700.0,0.3531337936826985,0.4982127449260011
5.0,18.77414016777119,1.0,255.5800938061202,68.8439000923722,222.46667904981004,700.0,0.2323810036187772,0.43891740768540005
12.0,30.81266588128213,1.0,388.1982749692577,260.0,223.01200108124917,700.0,0.4095929370254454,0.4694621874489052
2.0,12.721155635454048,1.0,174.27362924296918,37.125959603555486,221.409855448613,700.0,0.16058890942871298,0.35122566154390766
13.0,36.73572790182748,0.0,368.5061475356282,236.8713276492595,228.89669141046963,700.0,0.4829535964967988,0.511759611468829
10.0,39.60470779998843,0.0,498.9668696961678,195.91810077529618,217.72242975372163,700.0,0.4061315580222531,0.6196582556430261
7.0,22.431900292543485,0.0,313.79140730316396,123.28126269292574,221.52713805476415,700.0,0.592410949976151,0.5040926398213293
6.0,27.967152584839738,4.0,389.35900251812694,4.639630756883583,214.6589476651781,700.0,0.24957697714946725,0.5590347540537909
15.0,47.39981499853663,4.0,521.4279348381767,115.99563141287011,218.44742619101368,700.0,0.49143630760465784,0.868654929782698
8.0,23.3757631337863,0.0,331.4086483052571,143.6405040909744,224.79661046863322,700.0,0.13778299113895046,0.40578495662697883
21.0,11.540411352570189,0.0,198.6742254741747,0.0,225.15143518804337,700.0,0.2735675043411708,0.43434822649438704
15.0,33.65239983209416,0.0,312.9773523546768,165.26884019626246,222.95841594282345,700.0,0.3440891762178189,0.41816208258917564
11.0,37.36906705452444,1.0,480.8146622379732,165.65572390802112,221.88208966425054,700.0,0.5322364178930021,0.6499013972883498
15.0,34.15099155002741,2.0,352.5477834316454,57.328850372120414,218.73129817926807,700.0,0.5551496751164429,0.6191245128141456
1.0,11.563429541037394,1.0,133.38077728974326,32.52535781749083,228.5881583963333,580.148880192379,0.10958096735586585,0.27732032402612816
22.0,8.704055227841208,0.0,149.8809432502702,61.23393704135294,228.03225204195263,662.5012052757951,0.5456309402294129,0.4150999037826529
13.0,33.73733839629232,0.0,466.12963421082287,204.07795474844897,215.0538623245377,700.0,0.4059525054114665,0.5816887403839323
18.0,31.396206664551247,0.0,187.1589002293165,76.28104426983344,235.85300589895806,700.0,0.10889373678237103,0.40016333688780326
5.0,19.946473133073503,4.0,354.65138087651735,27.047673123567705,222.69778260916237,700.0,0.6483795876403426,0.6378263418301231
13.0,32.89863771788528,1.0,434.07717058147006,109.24536066448601,220.8054841923629,700.0,0.35458878467910865,0.6330590585413989
13.0,32.25631870528738,1.0,405.1011465771355,136.03820115299285,223.25474947925215,700.0,0.2913031456306456,0.4952435131817354
21.0,14.36032943213015,1.0,124.26136767049604,43.61942685691842,237.16875556166838,486.6088125465106,0.5777264001163367,0.3879684609875504
14.0,34.74083760951528,3.0,476.4669006864618,101.86421290151664,222.9270506095943,700.0,0.21548217614006873,0.7538377324374261
13.0,35.99487358565204,0.0,451.6482751190029,230.80731825261407,224.51158597278447,700.0,0.4866146659047691,0.5497053492675401
9.0,30.447721071570466,2.0,400.0808352858066,52.79934970118906,216.74791719355122,700.0,0.10625297388057871,0.5804838183274054
10.0,26.38253065678396,3.0,415.70838839896635,110.0930460454961,218.5508326522384,700.0,0.35429100176661305,0.6001295492818992
13.0,26.593073375498427,1.0,353.16826171311106,135.96466533663406,216.5050252900666,700.0,0.3746141591368245,0.48353920837352427
12.0,34.805932053568036,3.0,489.2229382337537,54.25801881203636,215.0318081120785,700.0,0.3753935616925147,0.8447572443934205
1.0,9.723364313328066,0.0,129.22210476107,18.56130341926879,230.68141891784168,494.34481240566515,0.13893022125718849,0.24956402746830592
19.0,31.272405708590536,2.0,247.83449938261168,14.159356249063384,226.28508880217055,700.0,0.22329892064822185,0.5230997147691949
20.0,28.633284135939526,0.0,218.67878941723538,14.045623645994024,227.23219506256572,700.0,0.4090426951686316,0.4793976336892082
7.0,31.958104074782177,1.0,336.53210062950143,46.49707485029324,219.55483239544236,700.0,0.5062583787630539,0.5820523967846839
14.0,29.394685034523544,0.0,373.43203177381264,181.7961993599487,226.58793919824427,700.0,0.1499967261827465,0.3957337101390421
6.0,22.71515139421169,0.0,309.16198084302084,46.139314680062,225.86024627004977,700.0,0.1520779446549588,0.39730257550842124
16.0,34.6974609206837,0.0,393.16660026764055,131.46570991150918,213.27532533135135,700.0,0.3215700323147512,0.5337717474003246
10.0,34.19076864400183,0.0,475.6778056426532,204.74740557554367,222.71138883077924,700.0,0.3247748485754909,0.5700308505925714
16.0,29.18338384417966,1.0,236.40777256769348,94.04495212305471,234.87127957639686,700.0,0.1503340555192929,0.41519804058680276
18.0,31.6032515594717,1.0,225.7372123915424,32.95719076064442,223.92205518231924,700.0,0.09305263714707715,0.47692171377542103
18.0,25.849146934777085,1.0,225.53515716144517,40.47633836362867,215.23328108678248,700.0,0.45199725345220254,0.4726166234275169
6.0,28.729468066081747,4.0,412.584401253194,54.9109618641072,215.95623940416417,700.0,0.5711606886607472,0.6861612714328118
21.0,18.57974946700286,4.0,328.25453221157704,25.825795713674818,214.02770807945922,700.0,0.25796592032746507,0.5931474094285558
9.0,31.40144236307845,0.0,450.2788993933057,170.7525318361513,218.82537500381196,700.0,0.5763397125372932,0.5894010877404425
2.0,11.202963199744401,1.0,161.4326796911058,20.251792847573686,222.06114607163082,700.0,0.24373325735068097,0.32633674120653555
14.0,35.71668896863212,1.0,386.8943935125769,122.58491563991093,225.85966548594055,700.0,0.45170388271193584,0.5698550952892764
11.0,33.5842910907496,2.0,396.6870606871107,94.55415888315144,224.06663686219267,700.0,0.34017113202141186,0.613237789941169
19.0,23.814214594986968,1.0,157.24157743121896,37.57298839089677,228.9956844455482,700.0,0.2633709196006623,0.4073515635960137
19.0,22.79428892389992,3.0,208.13842315383204,137.2326383123135,233.73705988550037,700.0,0.18708864147312848,0.42443846807334434
10.0,34.317873399024066,0.0,455.21800969172995,224.68015945019903,220.54625577364232,700.0,0.283036235668511,0.5053466548858685
22.0,14.326808990965185,1.0,107.04007613402031,33.34553911625778,229.5481656817783,459.7153305874564,0.13870218147348082,0.26068498557199205
10.0,24.229786205513598,1.0,279.79231053458585,101.87050073996261,234.04103144346848,700.0,0.09453735489745588,0.38747803842397394
13.0,36.560300228682706,1.0,362.8860497950163,135.69427089893128,225.71094132774076,700.0,0.26815632692478425,0.5535763575104566
9.0,24.859475137897626,2.0,324.550375774574,58.607040187368895,224.73013234917903,700.0,0.4181576734590161,0.5971053373145834
21.0,11.540821707930375,0.0,143.10312931562925,86.96580747789696,226.53019119477847,623.0224613497097,0.35499635617464415,0.40099167846078004
8.0,21.246914492486038,0.0,344.3114809252189,119.896344013523,221.87969159788085,700.0,0.24683372209758309,0.43522350092663825
3.0,14.74871626547732,0.0,163.4636319791033,76.16360429649305,224.55185461381524,700.0,0.43891622925935203,0.34928680239594334
12.0,33.19084947525293,0.0,373.79534239763666,194.64048160051507,231.48002791724025,700.0,0.5828017224287407,0.5139518039515424
23.0,3.8766469248433637,0.0,153.08610575795933,28.332183323014483,221.25910920577522,700.0,0.36209795876097245,0.4325465013147548
20.0,18.42653876013526,1.0,114.82446679261477,73.19380135387848,233.8335135905901,513.8498668759155,0.24628436837988316,0.3213321068481623
18.0,31.10855000851417,1.0,214.90080267787033,40.5501700675843,228.0194616823539,700.0,0.4141795363578254,0.48040633245456826
20.0,18.122159984672066,2.0,134.48919185419578,58.425096273729345,222.6321772178696,639.0636752788664,0.16647145096565358,0.37060313759081936
20.0,19.408346013448103,1.0,173.08030916072627,61.448659213516045,232.35527820609448,700.0,0.6108551881357682,0.4580318948795266
13.0,38.693461467972185,0.0,395.0773353922456,196.37332248215858,223.02869714213026,700.0,0.16725844671952614,0.4809638084397729
10.0,34.35787625497243,1.0,409.5031149637897,109.40719835115526,215.6660570081622,700.0,0.1553901955294525,0.57551320825963
18.0,30.444889390560434,0.0,211.91398684136234,36.22439524312907,227.127671708319,700.0,0.3123167304728674,0.4470367545472768
16.0,18.30168334781036,2.0,318.03722373661594,118.43464231132675,221.13180191660337,700.0,0.3186709405824507,0.49960153820591635
11.0,40.32713311461832,0.0,451.235890912472,220.6389634337988,222.00617019017838,700.0,0.32938975480875415,0.5492027604856222
6.0,23.016792463297953,1.0,303.09301394981446,90.5520973921575,222.08530715308783,700.0,0.3470402554991495,0.4462529307905423
18.0,44.92365335923641,4.0,398.05064432166085,23.1129928754708,215.24513351482713,700.0,0.4459401276795706,0.7839203660232609
9.0,24.97953286151572,1.0,359.4133895421813,130.10063950513393,218.56993803016675,700.0,0.22950380004983204,0.48267287849400226
21.0,9.564472274579908,2.0,155.77789650123145,34.907521213580466,230.78233756534704,593.7117862427122,0.24313859230749335,0.3983539840470038
9.0,28.532483055263295,1.0,335.99435838014176,113.2094809163191,224.9359863680641,700.0,0.18021612192311667,0.46384323852182624
7.0,21.760824516092775,0.0,303.83299098505915,88.22276637941205,225.0551765463986,700.0,0.16162822627613377,0.47003780594107675
19.0,25.941487926266696,2.0,235.35991116956635,73.25240563753145,224.5030664684173,700.0,0.38356184697075413,0.47890080604274154
7.0,35.8371775506386,4.0,469.33407965077834,45.1044564262612,217.1316270101297,700.0,0.5423738904576061,0.8263018385150278
8.0,33.45418584416999,4.0,511.8049542226448,74.38845047369634,213.37426516390886,700.0,0.7716034298056166,0.9056433044463713
15.0,31.443093235471565,1.0,296.28735949161853,110.37011207987587,221.92783799351315,700.0,0.5708850129119477,0.512209952259298
20.0,22.505229691694844,1.0,82.40593015876887,17.13422400996665,236.47077596400712,319.99229492007026,0.12061420241735502,0.20691356131292013
8.0,24.69353050051149,2.0,309.90877034167255,92.71320955965965,227.47275883149277,700.0,0.3005752239933276,0.4851604980458805
10.0,29.24825513901648,1.0,380.72148596853066,180.6839007760628,221.8494555562713,700.0,0.1847705799273712,0.4770117811696605
18.0,30.51411672016652,0.0,217.14051085388942,42.82212695771058,219.70009227441687,700.0,0.16120611176483463,0.4443434296250322
22.0,20.890825763014057,0.0,97.40537997668726,27.42112559192895,222.60910079940746,426.76647114360964,0.2704304499778161,0.2000261211320369
13.0,38.87784809738392,0.0,372.9411545921231,183.10766370559463,221.9035868974401,700.0,0.19192813088255045,0.5008062230678655
7.0,22.242966292735137,1.0,281.87705113358027,39.97954290077395,223.76450690931813,700.0,0.45297425436294614,0.4346311244955667
0.0,2.7457654659309263,0.0,213.6031035590044,15.555419429032762,225.4640266305409,700.0,0.30198087417602737,0.3982996732081181
9.0,27.833072611232183,0.0,327.87034203467346,146.00707012512274,225.49802841621116,700.0,0.28769010544099616,0.44327532029581684
7.0,19.58908994295328,0.0,304.62445096565614,103.26927803158844,225.77311074621022,700.0,0.8247343340749321,0.5351061941946825
17.0,27.916237414452354,3.0,319.83071867009414,28.92717719185561,217.52029353772608,700.0,0.4086488859224248,0.5598225125797742
7.0,19.98009098277076,0.0,287.72020281531775,68.63947317965386,230.01998312863617,700.0,0.5264843566127414,0.48217345466283684
13.0,33.90667065040479,0.0,417.73026364747506,222.58491692233017,223.2674427572616,700.0,0.36950975666095337,0.5323388895341752
17.0,23.82325966845796,1.0,180.87687856381376,44.53570726529604,228.18475139034962,700.0,0.34159820464824653,0.36911556184121225
15.0,26.763050976396126,0.0,349.9109899346078,154.8573878453866,221.7740215497188,700.0,0.38872189526303785,0.48613079128900927
8.0,39.349121167696744,4.0,558.5435808628797,75.9266226128068,215.97473054175137,700.0,0.3101676982956052,0.8398591241575083
19.0,26.636540739845557,4.0,315.13099282205917,16.920168499703923,229.78591097722705,700.0,0.23237461731968662,0.6089740817346065
17.0,28.501492313653593,0.0,296.87609248897246,63.38110350600846,219.55342939434178,700.0,0.5133558112668005,0.5304826513991384
18.0,30.14232630584049,1.0,217.94974814156802,61.00677987973651,221.73958529315445,700.0,0.6958830118670203,0.5562258514116631
7.0,27.11436856803308,1.0,298.9468789039985,74.20649438985818,220.30491280964264,700.0,0.06862871458080441,0.4178415858710884
7.0,26.57681692211908,0.0,365.923134553999,68.45904840114444,219.91384377861783,700.0,0.3470230364901357,0.5126489805549866
21.0,18.86289931525691,0.0,193.86874997211186,64.1307749617094,225.05291289405028,700.0,0.2509538339900449,0.4151791985530508
11.0,35.784294330044645,0.0,409.65115193610154,196.09362151476748,219.3823753642825,700.0,0.09159105035361624,0.49597586743353866
10.0,36.95707118977972,0.0,431.03395833059466,179.94040772725012,222.11337443275357,700.0,0.22777870719152607,0.5335268610583541
13.0,35.91260167297918,1.0,452.38305390886825,127.23135823000186,226.22809728094222,700.0,0.05024458096249417,0.5732705577577957
16.0,22.510764032388195,0.0,265.9457710890349,212.4009352208675,228.4646508331914,700.0,0.5315755822224555,0.3194052482591764
22.0,12.843425979272547,0.0,166.36385222899713,16.02706099808818,226.27232083514315,700.0,0.18420515904251292,0.33962368784080715
